,Network,Show,date,Duration,Broadcast Week,Day Of Week,Hour Of Day,brand_id,favs,rtcount,twitter_polarity,twitter_subjectivity,youtube_polarity,youtube_subjectivity
2552,Bloomberg Business Television,What'd You Miss?,2018-07-02,15,27,1,16,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2553,Bloomberg Business Television,Bloomberg Markets: European Close,2018-07-02,15,27,1,11,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2554,Bloomberg Business Television,Bloomberg Markets: Americas,2018-07-02,15,27,1,10,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2555,Bloomberg Business Television,Bloomberg Markets: Americas,2018-07-02,15,27,1,13,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2556,Bloomberg Business Television,Bloomberg Markets: Americas,2018-07-02,15,27,1,14,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2557,Bloomberg Business Television,Bloomberg Markets: Americas,2018-07-02,15,27,1,15,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2558,Bloomberg Business Television,Bloomberg Markets: Balance of Power,2018-07-02,15,27,1,12,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2559,Bloomberg Business Television,Bloomberg Markets: The Open,2018-07-02,15,27,1,9,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2560,Bloomberg Business Television,Bloomberg Markets: The Open,2018-07-02,15,27,1,9,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2561,Bravo,The Real Housewives of Orange County,2018-07-02,15,27,1,16,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2562,Bravo,The Real Housewives of Orange County,2018-07-02,15,27,1,17,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2563,Bravo,Million Dollar Listing New York,2018-07-02,15,27,1,19,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2564,Discovery Channel,Street Outlaws,2018-07-02,15,27,1,16,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2565,Discovery Channel,Street Outlaws,2018-07-02,15,27,1,16,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2566,Discovery Channel,Naked and Afraid XL,2018-07-02,15,27,1,0,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2567,HGTV,Love It or List It,2018-07-02,15,27,1,18,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2568,HGTV,Love It or List It,2018-07-02,15,27,1,18,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2569,Food Network,Beat Bobby Flay,2018-07-02,15,27,1,15,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2570,Weather,Weather Center Live,2018-07-02,15,27,1,13,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2571,Weather,Weather Center Live,2018-07-02,15,27,1,14,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2572,Weather,Weather Center Live,2018-07-02,15,27,1,16,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2573,Investigation Discovery,Deadly Devotion,2018-07-02,15,27,1,14,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2574,Investigation Discovery,Diabolical,2018-07-02,15,27,1,19,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2575,Investigation Discovery,Diabolical,2018-07-02,15,27,1,19,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2576,Investigation Discovery,Diabolical,2018-07-02,15,27,1,17,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2577,Investigation Discovery,Diabolical,2018-07-02,15,27,1,18,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2578,Investigation Discovery,Diabolical,2018-07-02,15,27,1,16,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2579,CNBC,Power Lunch,2018-07-02,15,27,1,13,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2580,CNBC,Squawk Box,2018-07-02,15,27,1,6,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2581,CNBC,Closing Bell,2018-07-02,15,27,1,15,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2582,CNBC,Fast Money Halftime Report,2018-07-02,15,27,1,12,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2583,ABC,Good Morning America,2018-07-02,15,27,1,7,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2584,History Channel,American Pickers,2018-07-02,15,27,1,16,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2585,History Channel,American Pickers,2018-07-02,15,27,1,18,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2586,History Channel,American Pickers,2018-07-02,15,27,1,19,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2587,History Channel,American Pickers,2018-07-02,15,27,1,19,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2588,History Channel,Detroit: Comeback City,2018-07-02,15,27,1,1,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2589,FYI,Swamp People,2018-07-02,15,27,1,3,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2590,FYI,Swamp People,2018-07-02,15,27,1,3,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2591,TV Land,The Andy Griffith Show,2018-07-02,15,27,1,9,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2592,TV Land,The Andy Griffith Show,2018-07-02,15,27,1,9,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2593,TV Land,The Andy Griffith Show,2018-07-02,15,27,1,10,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2594,TV Land,Gunsmoke,2018-07-02,15,27,1,14,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2595,CNN,The Situation Room With Wolf Blitzer,2018-07-02,15,27,1,18,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2596,CNN,The Lead With Jake Tapper,2018-07-02,15,27,1,16,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2597,CNN,CNN Newsroom With Brooke Baldwin,2018-07-02,15,27,1,15,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2598,CNN,New Day With Alisyn Camerota and John Berman,2018-07-02,15,27,1,7,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2599,CNN,New Day With Alisyn Camerota and John Berman,2018-07-02,15,27,1,7,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2600,HLN,Forensic Files,2018-07-02,15,27,1,19,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2601,A&E,Dog the Bounty Hunter,2018-07-02,15,27,1,9,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2602,A&E,Storage Wars,2018-07-02,15,27,1,12,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2603,A&E,Storage Wars,2018-07-02,15,27,1,15,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2604,A&E,Ozzy and Jack's World Detour,2018-07-02,15,27,1,17,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2605,TBS,Ocean's Twelve,2018-07-02,15,27,1,1,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2606,TBS,Ocean's Twelve,2018-07-02,15,27,1,1,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2607,TBS,Ocean's Twelve,2018-07-02,15,27,1,2,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2608,TBS,Ocean's Twelve,2018-07-02,15,27,1,2,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2609,FX,Fast & Furious 6,2018-07-02,15,27,1,23,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2610,FYI,Kitchen Nightmares,2018-07-02,15,27,1,23,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2611,Investigation Discovery,The Last 24,2018-07-02,15,27,1,20,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2612,Investigation Discovery,The Last 24,2018-07-02,15,27,1,20,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2613,Investigation Discovery,Murder Pact,2018-07-02,15,27,1,22,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2614,Investigation Discovery,Murder Pact,2018-07-02,15,27,1,22,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2615,TNT,Old School,2018-07-02,15,27,1,20,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2616,TNT,Old School,2018-07-02,15,27,1,21,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2617,MSNBC,All In With Chris Hayes,2018-07-02,15,27,1,20,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2618,MSNBC,The 11th Hour With Brian Williams,2018-07-02,15,27,1,23,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2619,HLN,Forensic Files,2018-07-02,15,27,1,20,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2620,HLN,Forensic Files,2018-07-02,15,27,1,20,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2621,USA Network,Modern Family,2018-07-02,15,27,1,23,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2622,USA Network,Law & Order: Special Victims Unit,2018-07-01,15,26,7,20,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2623,AMC,The Walking Dead,2018-07-01,15,26,7,21,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2624,Discovery Channel,Naked and Afraid XL,2018-07-01,15,26,7,21,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2625,Discovery Channel,Naked and Afraid XL,2018-07-01,15,26,7,22,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2626,Discovery Channel,Naked and Afraid XL,2018-07-01,15,26,7,23,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2627,History Channel,Detroit: Comeback City,2018-07-01,15,26,7,21,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2628,FYI,Swamp People,2018-07-01,15,26,7,23,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2629,FYI,Swamp People,2018-07-01,15,26,7,23,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2630,HLN,Forensic Files,2018-07-01,15,26,7,22,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2631,HLN,Inside Evil With Chris Cuomo,2018-07-01,15,26,7,23,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2632,MSNBC,MSNBC Live with Alex Witt,2018-07-01,15,26,7,9,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2633,MSNBC,MSNBC Live with David Gura,2018-07-01,15,26,7,15,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2634,MSNBC,Meet the Press,2018-07-01,15,26,7,18,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2635,AMC,The Walking Dead,2018-07-01,15,26,7,13,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2636,AMC,The Walking Dead,2018-07-01,15,26,7,15,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2637,AMC,The Walking Dead,2018-07-01,15,26,7,14,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2638,AMC,The Walking Dead,2018-07-01,15,26,7,16,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2639,AMC,The Walking Dead,2018-07-01,15,26,7,16,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2640,AMC,The Walking Dead,2018-07-01,15,26,7,18,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2641,AMC,A Bronx Tale,2018-07-01,15,26,7,10,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2642,HGTV,Lakefront Bargain Hunt,2018-07-01,15,26,7,18,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2643,HGTV,Lakefront Bargain Hunt,2018-07-01,15,26,7,18,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2644,TBS,Ocean's Thirteen,2018-07-01,15,26,7,0,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2645,TBS,Ocean's Thirteen,2018-07-01,15,26,7,1,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2646,TBS,Ocean's Thirteen,2018-07-01,15,26,7,1,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2647,TBS,Ocean's Thirteen,2018-07-01,15,26,7,2,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2648,History Channel,American Pickers,2018-07-01,15,26,7,15,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2649,History Channel,American Pickers,2018-07-01,15,26,7,17,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2650,History Channel,American Pickers,2018-07-01,15,26,7,18,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2651,History Channel,Counting Cars,2018-07-01,15,26,7,9,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2652,History Channel,Counting Cars,2018-07-01,15,26,7,11,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2653,History Channel,Detroit Steel,2018-07-01,15,26,7,8,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2654,USA Network,Law & Order: Special Victims Unit,2018-07-01,15,26,7,12,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2655,USA Network,Law & Order: Special Victims Unit,2018-07-01,15,26,7,13,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2656,USA Network,Law & Order: Special Victims Unit,2018-07-01,15,26,7,14,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2657,USA Network,Law & Order: Special Victims Unit,2018-07-01,15,26,7,15,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2658,Bravo,The Real Housewives of Potomac,2018-07-01,15,26,7,19,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2659,Discovery Channel,Naked and Afraid,2018-07-01,15,26,7,13,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2660,Discovery Channel,Naked and Afraid,2018-07-01,15,26,7,16,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2661,Discovery Channel,Texas Flip N Move,2018-07-01,15,26,7,9,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2662,Discovery Channel,Texas Flip N Move,2018-07-01,15,26,7,10,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2663,A&E,Ozzy and Jack's World Detour,2018-07-01,15,26,7,19,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2664,A&E,Training Day,2018-07-01,15,26,7,15,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2665,A&E,Training Day,2018-07-01,15,26,7,16,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2666,A&E,Training Day,2018-07-01,15,26,7,16,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2667,A&E,Out of Time,2018-07-01,15,26,7,12,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2668,A&E,Out of Time,2018-07-01,15,26,7,14,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2669,TNT,The Dark Knight Rises,2018-07-01,15,26,7,15,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2670,FYI,Parking Wars,2018-07-01,15,26,7,0,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2671,FYI,Parking Wars,2018-07-01,15,26,7,1,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2672,Food Network,"Diners, Drive-Ins and Dives",2018-07-01,15,26,7,17,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2673,Food Network,The Pioneer Woman,2018-07-01,15,26,7,9,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2674,Food Network,Trisha's Southern Kitchen,2018-07-01,15,26,7,12,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2675,Food Network,Southern at Heart,2018-07-01,15,26,7,7,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2676,Food Network,Farmhouse Rules,2018-07-01,15,26,7,7,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2677,Food Network,Baked in Vermont,2018-07-01,15,26,7,8,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2678,Food Network,Girl Meets Farm,2018-07-01,15,26,7,11,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2679,Paramount Network,Bar Rescue,2018-07-01,15,26,7,11,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2680,Paramount Network,Bar Rescue,2018-07-01,15,26,7,12,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2681,Paramount Network,Bar Rescue,2018-07-01,15,26,7,12,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2682,Paramount Network,Detroit Muscle,2018-07-01,15,26,7,10,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2683,Paramount Network,Xtreme Off Road,2018-07-01,15,26,7,9,tripadvisor,73.25,11.25,0.39375,0.5062500000000001,,
2684,ESPN,SportsCenter,2018-07-23,15,30,1,0,tripadvisor,531.5,87.5,0.022222222222222216,0.0638888888888889,,
2685,ESPN,SportsCenter,2018-07-23,15,30,1,0,tripadvisor,531.5,87.5,0.022222222222222216,0.0638888888888889,,
2686,ESPN,SportsCenter,2018-07-23,15,30,1,1,tripadvisor,531.5,87.5,0.022222222222222216,0.0638888888888889,,
2687,ESPN,SportsCenter,2018-07-23,15,30,1,18,tripadvisor,531.5,87.5,0.022222222222222216,0.0638888888888889,,
2688,ESPN,SportsCenter,2018-07-23,15,30,1,19,tripadvisor,531.5,87.5,0.022222222222222216,0.0638888888888889,,
2689,ESPN,SportsCenter,2018-07-23,15,30,1,19,tripadvisor,531.5,87.5,0.022222222222222216,0.0638888888888889,,
2690,IFC,Transporter 2,2018-06-09,15,23,6,18,tripadvisor,40.0,6.0,0.0,0.0,,
2691,IFC,Transporter 2,2018-06-09,15,23,6,19,tripadvisor,40.0,6.0,0.0,0.0,,
2692,A&E,Biography,2018-06-09,15,23,6,13,tripadvisor,40.0,6.0,0.0,0.0,,
2693,A&E,Live PD,2018-06-09,15,23,6,17,tripadvisor,40.0,6.0,0.0,0.0,,
2694,A&E,Live PD,2018-06-09,15,23,6,17,tripadvisor,40.0,6.0,0.0,0.0,,
2695,Paramount Network,Rocky,2018-06-09,15,23,6,9,tripadvisor,40.0,6.0,0.0,0.0,,
2696,Paramount Network,Rocky,2018-06-09,15,23,6,9,tripadvisor,40.0,6.0,0.0,0.0,,
2697,Paramount Network,Rocky,2018-06-09,15,23,6,10,tripadvisor,40.0,6.0,0.0,0.0,,
2698,Paramount Network,Rocky,2018-06-09,15,23,6,11,tripadvisor,40.0,6.0,0.0,0.0,,
2699,HGTV,Fixer Upper: Behind the Design,2018-06-09,15,23,6,19,tripadvisor,40.0,6.0,0.0,0.0,,
2700,HGTV,Fixer Upper: Behind the Design,2018-06-09,15,23,6,19,tripadvisor,40.0,6.0,0.0,0.0,,
2701,History Channel,American Pickers,2018-06-09,15,23,6,19,tripadvisor,40.0,6.0,0.0,0.0,,
2702,History Channel,American Pickers,2018-06-09,15,23,6,19,tripadvisor,40.0,6.0,0.0,0.0,,
2703,History Channel,Swamp People,2018-06-09,15,23,6,8,tripadvisor,40.0,6.0,0.0,0.0,,
2704,History Channel,Swamp People,2018-06-09,15,23,6,9,tripadvisor,40.0,6.0,0.0,0.0,,
2705,History Channel,Swamp People,2018-06-09,15,23,6,10,tripadvisor,40.0,6.0,0.0,0.0,,
2706,History Channel,Swamp Mysteries With Troy Landry,2018-06-09,15,23,6,11,tripadvisor,40.0,6.0,0.0,0.0,,
2707,History Channel,Swamp Mysteries With Troy Landry,2018-06-09,15,23,6,11,tripadvisor,40.0,6.0,0.0,0.0,,
2708,History Channel,Casino,2018-06-09,15,23,6,13,tripadvisor,40.0,6.0,0.0,0.0,,
2709,History Channel,Casino,2018-06-09,15,23,6,14,tripadvisor,40.0,6.0,0.0,0.0,,
2710,History Channel,Casino,2018-06-09,15,23,6,15,tripadvisor,40.0,6.0,0.0,0.0,,
2711,Food Network,Barefoot Contessa,2018-06-09,15,23,6,8,tripadvisor,40.0,6.0,0.0,0.0,,
2712,Food Network,Guy's Big Bite,2018-06-09,15,23,6,7,tripadvisor,40.0,6.0,0.0,0.0,,
2713,Food Network,"Diners, Drive-Ins and Dives",2018-06-09,15,23,6,18,tripadvisor,40.0,6.0,0.0,0.0,,
2714,Food Network,"Diners, Drive-Ins and Dives",2018-06-09,15,23,6,19,tripadvisor,40.0,6.0,0.0,0.0,,
2715,Food Network,The Pioneer Woman,2018-06-09,15,23,6,10,tripadvisor,40.0,6.0,0.0,0.0,,
2716,Food Network,Trisha's Southern Kitchen,2018-06-09,15,23,6,9,tripadvisor,40.0,6.0,0.0,0.0,,
2717,Food Network,Trisha's Southern Kitchen,2018-06-09,15,23,6,9,tripadvisor,40.0,6.0,0.0,0.0,,
2718,Food Network,The Kitchen,2018-06-09,15,23,6,12,tripadvisor,40.0,6.0,0.0,0.0,,
2719,Food Network,The Kitchen,2018-06-09,15,23,6,11,tripadvisor,40.0,6.0,0.0,0.0,,
2720,CNN,CNN Newsroom With Ana Cabrera,2018-06-09,15,23,6,16,tripadvisor,40.0,6.0,0.0,0.0,,
2721,CNN,CNN Newsroom With Ana Cabrera,2018-06-09,15,23,6,16,tripadvisor,40.0,6.0,0.0,0.0,,
2722,CNN,CNN Newsroom With Ana Cabrera,2018-06-09,15,23,6,15,tripadvisor,40.0,6.0,0.0,0.0,,
2723,AMC,The Rifleman,2018-06-09,15,23,6,10,tripadvisor,40.0,6.0,0.0,0.0,,
2724,AMC,Young Guns,2018-06-09,15,23,6,11,tripadvisor,40.0,6.0,0.0,0.0,,
2725,AMC,Young Guns,2018-06-09,15,23,6,11,tripadvisor,40.0,6.0,0.0,0.0,,
2726,AMC,Young Guns,2018-06-09,15,23,6,12,tripadvisor,40.0,6.0,0.0,0.0,,
2727,AMC,Die Another Day,2018-06-09,15,23,6,15,tripadvisor,40.0,6.0,0.0,0.0,,
2728,AMC,Fury,2018-06-09,15,23,6,17,tripadvisor,40.0,6.0,0.0,0.0,,
2729,AMC,Fury,2018-06-09,15,23,6,18,tripadvisor,40.0,6.0,0.0,0.0,,
2730,AMC,Fury,2018-06-09,15,23,6,18,tripadvisor,40.0,6.0,0.0,0.0,,
2731,Discovery Channel,Dirty Jobs,2018-06-09,15,23,6,11,tripadvisor,40.0,6.0,0.0,0.0,,
2732,Discovery Channel,Street Outlaws,2018-06-09,15,23,6,10,tripadvisor,40.0,6.0,0.0,0.0,,
2733,MSNBC,The Rachel Maddow Show,2018-06-09,15,23,6,19,tripadvisor,40.0,6.0,0.0,0.0,,
2734,MSNBC,MSNBC Live,2018-06-09,15,23,6,16,tripadvisor,40.0,6.0,0.0,0.0,,
2735,MSNBC,MSNBC Live,2018-06-09,15,23,6,17,tripadvisor,40.0,6.0,0.0,0.0,,
2736,MSNBC,MSNBC Live,2018-06-09,15,23,6,17,tripadvisor,40.0,6.0,0.0,0.0,,
2737,MSNBC,MSNBC Live with Alex Witt,2018-06-09,15,23,6,12,tripadvisor,40.0,6.0,0.0,0.0,,
2738,MSNBC,MSNBC Live with Alex Witt,2018-06-09,15,23,6,13,tripadvisor,40.0,6.0,0.0,0.0,,
2739,MSNBC,MSNBC Live with David Gura,2018-06-09,15,23,6,14,tripadvisor,40.0,6.0,0.0,0.0,,
2740,MSNBC,MSNBC Live with David Gura,2018-06-09,15,23,6,15,tripadvisor,40.0,6.0,0.0,0.0,,
2741,AMC,Tombstone,2018-06-09,15,23,6,21,tripadvisor,40.0,6.0,0.0,0.0,,
2742,AMC,Tombstone,2018-06-09,15,23,6,21,tripadvisor,40.0,6.0,0.0,0.0,,
2743,IFC,Jumper,2018-06-09,15,23,6,22,tripadvisor,40.0,6.0,0.0,0.0,,
2744,IFC,Jumper,2018-06-09,15,23,6,23,tripadvisor,40.0,6.0,0.0,0.0,,
2745,IFC,Chronicle,2018-06-09,15,23,6,21,tripadvisor,40.0,6.0,0.0,0.0,,
2746,IFC,Chronicle,2018-06-09,15,23,6,21,tripadvisor,40.0,6.0,0.0,0.0,,
2747,HLN,Forensic Files,2018-06-09,15,23,6,22,tripadvisor,40.0,6.0,0.0,0.0,,
2748,TBS,Seinfeld,2018-06-09,15,23,6,20,tripadvisor,40.0,6.0,0.0,0.0,,
2749,History Channel,American Pickers,2018-06-09,15,23,6,23,tripadvisor,40.0,6.0,0.0,0.0,,
2750,History Channel,American Pickers: Bonus Buys,2018-06-09,15,23,6,21,tripadvisor,40.0,6.0,0.0,0.0,,
2751,History Channel,American Pickers: Bonus Buys,2018-06-09,15,23,6,22,tripadvisor,40.0,6.0,0.0,0.0,,
